1	2	-0.397940
1	50	-0.221849
2	1	-0.397940
2	50	-0.397940
2	51	-0.698970
3	4	-0.544068
3	5	-0.845098
3	52	-0.845098
3	70	-0.845098
3	71	-0.845098
3	73	-0.845098
4	3	-1.021189
4	5	-1.322219
4	11	-1.322219
4	12	-0.845098
4	13	-1.021189
4	17	-1.322219
4	18	-0.845098
4	70	-1.322219
4	73	-1.322219
4	86	-1.322219
4	89	-0.845098
4	92	-1.021189
5	3	-0.778151
5	4	-0.778151
5	9	-0.778151
5	22	-0.778151
5	73	-0.778151
5	88	-0.778151
6	7	-0.602060
6	8	-0.602060
6	9	-0.602060
6	14	-0.602060
7	6	-0.698970
7	8	-0.397940
7	11	-0.698970
7	13	-0.698970
8	6	-0.602060
8	7	-0.301030
8	20	-0.602060
9	5	-0.602060
9	6	-0.602060
9	32	-0.301030
10	11	-0.477121
10	12	-0.477121
10	13	-0.477121
11	4	-0.845098
11	7	-0.845098
11	10	-0.845098
11	12	-0.845098
11	13	-0.367977
12	4	-0.669007
12	10	-1.146128
12	11	-1.146128
12	13	-0.544068
12	18	-0.845098
12	19	-1.146128
12	20	-1.146128
12	70	-1.146128
13	4	-1.021189
13	7	-1.322219
13	10	-1.322219
13	11	-0.845098
13	12	-0.720159
13	17	-1.322219
13	18	-0.544068
13	19	-1.322219
13	20	-1.322219
13	70	-1.322219
14	6	-0.954243
14	45	-0.653213
14	46	-0.954243
14	47	-0.653213
14	48	-0.954243
14	63	-0.954243
14	83	-0.954243
15	16	-1.000000
15	25	-1.301030
15	31	-1.301030
15	35	-0.397940
15	51	-1.301030
15	53	-1.000000
15	59	-1.301030
15	85	-0.823909
15	102	-1.301030
16	15	-0.301030
16	78	-0.301030
17	4	-0.698970
17	13	-0.698970
17	18	-0.698970
17	21	-0.397940
18	4	-0.602060
18	12	-0.778151
18	13	-0.301030
18	17	-1.079181
19	12	-0.698970
19	13	-0.698970
19	20	-0.397940
19	70	-0.698970
20	8	-1.000000
20	12	-1.000000
20	13	-1.000000
20	19	-0.698970
20	23	-0.698970
20	69	-1.000000
20	70	-1.000000
20	91	-1.000000
21	17	-0.301030
21	31	-0.602060
21	49	-0.602060
22	5	-0.477121
22	23	-0.477121
22	99	-0.477121
23	20	-0.544068
23	22	-0.845098
23	24	-0.845098
23	69	-0.544068
23	102	-0.845098
24	23	-0.301030
24	75	-0.301030
25	15	-0.602060
25	26	-0.124939
26	25	0.000000
27	28	0.000000
28	27	-0.602060
28	33	-0.602060
28	34	-0.602060
28	58	-0.602060
29	30	-0.327359
29	32	-1.230449
29	56	-0.753328
29	77	-1.230449
29	81	-1.230449
29	82	-1.230449
29	96	-0.929419
30	29	-0.273001
30	32	-1.176091
30	37	-1.176091
30	38	-1.176091
30	56	-0.698970
30	77	-1.176091
31	15	-0.903090
31	21	-0.903090
31	45	-0.903090
31	46	-0.602060
31	47	-0.602060
31	49	-0.903090
32	9	-0.653213
32	29	-0.954243
32	30	-0.954243
32	40	-0.954243
32	44	-0.954243
32	61	-0.954243
32	62	-0.954243
32	93	-0.954243
33	28	-1.041393
33	34	-0.564271
33	58	-0.740363
33	67	-1.041393
33	68	-1.041393
33	74	-1.041393
33	76	-1.041393
33	81	-1.041393
34	28	-0.903090
34	33	-0.425969
34	58	-0.425969
34	82	-0.903090
35	15	-0.327359
35	53	-0.753328
35	85	-0.531479
35	102	-1.230449
36	37	-0.352183
36	38	-0.653213
36	44	-0.954243
36	57	-0.954243
36	84	-0.954243
37	30	-1.544068
37	36	-0.942008
37	38	-0.464887
37	39	-1.544068
37	43	-1.544068
37	44	-1.066947
37	54	-1.544068
37	57	-1.066947
37	59	-1.544068
37	65	-1.066947
37	80	-1.243038
37	84	-1.544068
37	101	-1.544068
37	103	-1.544068
38	30	-1.491362
38	36	-1.190332
38	37	-0.412180
38	44	-1.014240
38	54	-1.491362
38	55	-1.491362
38	57	-1.014240
38	65	-1.190332
38	80	-1.491362
38	84	-1.491362
38	90	-1.491362
38	101	-1.190332
38	103	-1.491362
39	37	-0.954243
39	40	-0.653213
39	44	-0.477121
39	57	-0.653213
39	84	-0.954243
40	32	-1.230449
40	39	-0.929419
40	43	-0.929419
40	44	-0.385351
40	57	-0.753328
40	84	-0.929419
41	42	-0.301030
41	76	-0.301030
42	41	-0.301030
42	76	-0.301030
43	37	-1.041393
43	40	-0.740363
43	44	-0.439333
43	57	-0.740363
43	65	-1.041393
43	80	-1.041393
44	32	-1.672098
44	36	-1.672098
44	37	-1.194977
44	38	-1.194977
44	39	-1.194977
44	40	-0.827000
44	43	-1.070038
44	57	-0.467978
44	65	-1.672098
44	80	-1.672098
44	84	-0.973128
44	97	-1.672098
44	101	-1.672098
45	14	-0.740363
45	31	-1.041393
45	46	-0.564271
45	47	-0.439333
45	48	-1.041393
46	14	-1.079181
46	31	-0.778151
46	45	-0.602060
46	47	-0.380211
46	48	-1.079181
47	14	-0.845098
47	31	-0.845098
47	45	-0.544068
47	46	-0.447158
47	48	-1.146128
48	14	-0.698970
48	45	-0.698970
48	46	-0.698970
48	47	-0.698970
48	60	-0.698970
49	21	-0.778151
49	31	-0.778151
49	64	-0.477121
49	78	-0.477121
50	1	-0.301030
50	2	-0.477121
50	51	-0.778151
51	2	-0.778151
51	15	-0.778151
51	50	-0.778151
51	59	-0.778151
51	76	-0.778151
51	99	-0.778151
52	3	0.000000
53	15	-0.397940
53	35	-0.221849
54	37	-0.954243
54	38	-0.954243
54	55	-0.352183
54	82	-0.954243
54	101	-0.954243
54	103	-0.954243
55	38	-0.903090
55	54	-0.301030
55	79	-0.903090
55	82	-0.903090
55	90	-0.903090
56	29	-0.367977
56	30	-0.367977
56	81	-0.845098
57	36	-1.579784
57	37	-1.102662
57	38	-1.102662
57	39	-1.278754
57	40	-1.102662
57	43	-1.278754
57	44	-0.375664
57	65	-1.579784
57	80	-1.579784
57	84	-0.977724
57	101	-1.579784
57	102	-1.579784
58	28	-1.000000
58	33	-0.698970
58	34	-0.522879
58	76	-1.000000
58	82	-0.522879
59	15	-0.477121
59	37	-0.477121
59	51	-0.477121
60	48	0.000000
61	32	0.000000
62	32	-0.477121
62	63	-0.477121
62	72	-0.477121
63	14	-0.602060
63	62	-0.602060
63	70	-0.602060
63	104	-0.602060
64	49	-0.176091
64	78	-0.477121
65	37	-0.522879
65	38	-0.698970
65	43	-1.000000
65	44	-1.000000
65	57	-1.000000
65	80	-0.698970
66	67	-0.845098
66	68	-0.367977
66	72	-0.544068
66	75	-0.845098
67	33	-1.361728
67	66	-1.361728
67	68	-0.407485
67	74	-0.407485
67	75	-1.060698
67	81	-1.361728
68	33	-1.431364
68	66	-0.954243
68	67	-0.477121
68	72	-1.130334
68	74	-0.528274
68	75	-0.954243
68	81	-1.431364
69	20	-0.477121
69	23	-0.176091
70	3	-1.146128
70	4	-1.146128
70	12	-1.146128
70	13	-1.146128
70	19	-1.146128
70	20	-1.146128
70	63	-1.146128
70	71	-0.845098
70	73	-0.845098
70	87	-1.146128
70	100	-1.146128
70	104	-1.146128
71	3	-0.602060
71	70	-0.301030
71	73	-0.602060
72	62	-0.778151
72	66	-0.477121
72	68	-0.477121
72	75	-0.778151
73	3	-0.778151
73	4	-0.778151
73	5	-0.778151
73	70	-0.477121
73	71	-0.778151
74	33	-1.322219
74	67	-0.367977
74	68	-0.419129
74	75	-1.021189
74	81	-1.322219
75	24	-1.000000
75	66	-1.000000
75	67	-0.698970
75	68	-0.522879
75	72	-1.000000
75	74	-0.698970
76	33	-0.845098
76	41	-0.845098
76	42	-0.845098
76	51	-0.845098
76	58	-0.845098
76	82	-0.845098
76	98	-0.845098
77	29	-0.301030
77	30	-0.301030
78	16	-0.397940
78	49	-0.397940
78	64	-0.698970
79	55	0.000000
80	37	-0.602060
80	38	-0.903090
80	43	-0.903090
80	44	-0.903090
80	57	-0.903090
80	65	-0.602060
81	29	-0.845098
81	33	-0.845098
81	56	-0.845098
81	67	-0.845098
81	68	-0.845098
81	74	-0.845098
81	82	-0.845098
82	29	-0.954243
82	34	-0.954243
82	54	-0.954243
82	55	-0.954243
82	58	-0.477121
82	76	-0.954243
82	81	-0.954243
83	14	0.000000
84	36	-1.176091
84	37	-1.176091
84	38	-1.176091
84	39	-1.176091
84	40	-0.875061
84	44	-0.477121
84	57	-0.574031
85	15	-0.477121
85	35	-0.255273
85	102	-0.954243
86	4	-0.602060
86	87	-0.602060
86	94	-0.602060
86	95	-0.602060
87	70	-0.301030
87	86	-0.301030
88	5	0.000000
89	4	0.000000
90	38	-0.477121
90	55	-0.477121
90	93	-0.477121
91	20	0.000000
92	4	0.000000
93	32	-0.301030
93	90	-0.301030
94	86	-0.477121
94	95	-0.176091
95	86	-0.477121
95	94	-0.176091
96	29	0.000000
97	44	0.000000
98	76	0.000000
99	22	-0.301030
99	51	-0.301030
100	70	0.000000
101	37	-0.845098
101	38	-0.544068
101	44	-0.845098
101	54	-0.845098
101	57	-0.845098
