101	103	-0.845098
102	15	-0.698970
102	23	-0.698970
102	35	-0.698970
102	57	-0.698970
102	85	-0.698970
103	37	-0.602060
103	38	-0.602060
103	54	-0.602060
103	101	-0.602060
104	63	-0.301030
104	70	-0.301030
